Text,Media,GPE
From : The only military assets that change Beijing’s calculus today are the ones that are ready to drop weapons tonight. Speeding up the B-21 program even six or 12 months could be significant in deterring China’s plans for taking Taiwan.,WSJ,China
Local authorities across China are dismantling some pandemic-control measures after nationwide protests against unpopular zero-Covid policies,WSJ,China
"From : The fiasco of zero-Covid, growing Communist oppression at home and rising aggression abroad make clear that China isn’t the economic opportunity it was",WSJ,China
China's Xi Jinping is headed to Saudi Arabia for a visit that could deepen the relationship between the world’s top oil importer and top oil exporter amid strained U.S.-Saudi ties,WSJ,China
The U.S. and Australia agreed to deepen defense cooperation amid growing concerns about China’s actions in the Indo-Pacific region,WSJ,China
China took another step away from its stringent Covid-19 controls,WSJ,China
"From : By refusing to respond to the threat of TikTok, the president is allowing China’s Communist leaders to continue their attack on American security, writes",WSJ,China
"A letter from Apple supplier Foxconn played a major role in China's decision to speed up plans to ease zero-Covid policies, people familiar with the matter said",WSJ,China
"The leaders of China and Saudi Arabia are set to sign agreements worth more than $29 billion as the desert kingdom deepens ties with global partners, including U.S. rivals",WSJ,China
"The WTO said its dispute-settlement panels found the U.S. violated international trade rules with its tariffs on imported steel and aluminum, in a case that pit Washington against China as well as several friendly nations",WSJ,China
"Apple, which is grappling with supply delays in China, has lost top negotiator Tony Blevins, who says he was quoting a movie when he made a joke on video at a car show",WSJ,China
"When Donald Trump heard Canada had arrested Huawei's CFO on behalf of U.S. prosecutors, he was surprised. ""Don’t you know she’s the Ivanka Trump of China?”",WSJ,China
Efforts to harness the power of publicly available data by U.S. intelligence agencies remain underfunded and outpaced by China’s “immense enterprise”,WSJ,China
"Apple, which is grappling with supply delays in China, has lost top negotiator Tony Blevins, who says he was quoting a movie when he made a joke on video at a car show",WSJ,China
China and the U.S. are caught in a competitive downward spiral that if not reversed could drastically damage the two countries and the rest of the world. writes Susan L. Shirk,WSJ,China
"From : China’s zero-Covid policies have recently come under criticism from public-health leaders who once held them up as a model for the West, writes",WSJ,China
China is dismantling a symbol of one of the world’s sternest Covid-19 containment regimes: its nationwide mobile tracking app.,WSJ,China
"The fast-growing company founded in China has also begun diversifying its supply chain to Europe, according to memo to investors",WSJ,China
"As protests flared across China last month, an artist in Italy was glued to his computer, tweeting about the spreading unrest, with real-time scenes sent to him by his followers",WSJ,China
"The U.S. is trying to shore up its influence among Pacific island nations against China’s inroads. First, the U.S. Postal Service—which provides mail service for the Marshall Islands, Palau and the Federated States of Micronesia—needs to get on board.",WSJ,China
"Apple, which is grappling with supply delays in China, has lost top negotiator Tony Blevins, who says he was quoting a movie when he made a joke on video at a car show",WSJ,China
China’s Ministry of Commerce filed a complaint against the U.S. on Monday in response to Washington’s new controls on semiconductor trade with China,WSJ,China
Six Chinese diplomats left the U.K. ahead of a deadline to submit to police questioning over a mid-October clash with protesters outside China’s consulate in Manchester,WSJ,China
"China’s military sought to enlist veteran Western pilots into a program that aimed to improve its ability to fly planes from aircraft carriers, among other capabilities that could be useful in the event of a conflict with the U.S.",WSJ,China
"China’s Xi Jinping appears to be distancing himself from Russia, but despite appearances he’s all in. “The relationship may well be becoming ever closer.”",WSJ,China
From : Hong Kong officials have been trying to reclaim the city’s reputation as a predictable place to do business. It could start by not sounding and acting so much like China.,WSJ,China
"A startup backed by Bill Gates is aiming to build the U.S.’s first factory to make wafers for solar panels, a part of the supply chain China mostly controls",WSJ,China
"A U.S. regulator said it has complete access to inspect China-based audit firms for the first time, resetting a three-year clock for delisting Chinese companies",WSJ,China
Weak economic data highlighted pressure on China’s economy ahead of this month’s decision to loosen its strict zero-Covid strategy,WSJ,China
"China’s military sought to enlist veteran Western pilots into a program that aimed to improve its ability to fly planes from aircraft carriers, among other capabilities that could be useful in the event of a conflict with the U.S.",WSJ,China
Ugly data show pressure on China’s economy ahead of decision to ditch strict Covid controls,WSJ,China
"China’s Xi Jinping appears to be distancing himself from Russia, but despite appearances he’s all in. “The relationship may well be becoming ever closer.”",WSJ,China
Weak economic data highlighted pressure on China’s economy ahead of this month’s decision to loosen its strict zero-Covid strategy,WSJ,China
"The U.S. is taking new steps to arm Taiwan against China, with Congress passing legislation that will finance weapons sales and authorize the potential transfer of arms from American military stockpiles",WSJ,China
Japan called China its biggest security challenge and said it would sharply raise military spending including for missiles that can hit other countries,WSJ,China
"TikTok has accelerated efforts to move workers away from China, but it is still hiring staff in the country for key functions",WSJ,China
Japan called China its biggest security challenge and said it would sharply raise military spending including for missiles that can hit other countries,WSJ,China
The U.S. said it would add China’s most advanced memory-chip manufacturer to an export blacklist,WSJ,China
"Jeep maker Stellantis is scaling back its ambitions in China, a strategic pivot that reflects the challenging landscape for global auto makers",WSJ,China
One of Beijing’s designated crematoria for Covid-19 patients has been flooded with dead bodies in the wake of China’s loosening of pandemic restrictions,WSJ,China
"China is scrapping strict zero-Covid measures and taking other steps aimed at reviving flagging growth, restoring features of an economy-centered philosophy",WSJ,China
"From : As our military edge over China hangs in the balance today, the new Republican majority must protect our armed forces from another lost decade of solipsism and shortsightedness, write and",WSJ,China
"Nearly 200 countries, led by China and Canada but not including the U.S., agreed to take steps over the next 10 years to protect the world’s diversity of animals and plants",WSJ,China
From : A new report assesses that China’s economy won’t surpass America’s in size by 2035 after all. The reason? President Xi Jinping’s policies and the global reaction to them.,WSJ,China
China’s abrupt end to its zero-Covid policy has left factories and businesses with little insulation from fast-spreading infections,WSJ,China
"Japan's plan to spend billions of dollars on missiles and other weapons will deter China, but won’t change the regional balance of power, analysts say",WSJ,China
"China has reported just a handful of Covid-19 deaths as a wave of Omicron infections has swept the country, stoking suspicion that the government isn’t accurately accounting for the impact of the virus",WSJ,China
"From : If the U.S. is to compete with China and Russia, its defense production capacity needs to change quickly, write and",WSJ,China
"A few years ago, the U.S. thought it had cracked down on the flow of chemicals from China used to make illicit fentanyl. It's now back, and harder to stop than ever.",WSJ,China
"A Senate panel is probing whether eight auto makers have possible links to forced labor in their supply chains, including in China’s Xinjiang region",WSJ,China
"From : The end of China’s zero-Covid may be the result of falling revenue and the high cost of nucleic-acid testing, writes",WSJ,China
French aerospace company Safran will pay about $17.2 million as part of a settlement with the U.S. Justice Department over bribes that subsidiaries allegedly paid in China,WSJ,China
"From : Global health is a long game, and China has fallen far behind by making three crucial mistakes, writes",WSJ,China
"Grants for weapons transfers to Taiwan were left out of the massive spending bill that Congress raced to finish, setting back efforts by some lawmakers to bolster a front-line U.S. partner against China",WSJ,China
"Pharmacies across China reported shortages of ibuprofen, paracetamol and other fever medication as the country struggles to cope with a surge in Covid-19 cases",WSJ,China
"Japan earmarked more than $2 billion to buy and deploy U.S. Tomahawk missiles on its naval destroyers, as it seeks to deter China and North Korea",WSJ,China
"A few years ago, the U.S. thought it had cracked down on the flow of chemicals from China used to make illicit fentanyl. It's now back, and harder to stop than ever.",WSJ,China
Heard on the Street: China's reopening will boost global oil demand—but almost certainly by much less than many investors expect,WSJ,China
Covid-19’s rapid spread in China might help answer a question much of the world has been asking for a year: Is Omicron truly a milder version of the virus?,WSJ,China
"Watch: Covid-19 cases in China have surged after authorities scrapped most of its restrictions, prompting residents to self-isolate and stockpile medication",WSJ,China
"Chinese leader Xi Jinping called on local officials to make any effort to save lives, his first public comments on the pandemic since China abruptly abandoned its stringent zero-Covid strategy in early December",WSJ,China
"Tesla halted car production at its Shanghai plant on Saturday, according to people familiar with the matter, as China’s Covid-19 outbreak takes out plant employees and suppliers",WSJ,China
China dispatched a swarm of jet fighters and other military aircraft near Taiwan in a move that Beijing said was a response to provocation by Washington and Taipei,WSJ,China
Heard on the Street: The ghosts of past China booms are haunting U.S. investors this Christmas.,WSJ,China
Sales of air tickets out of China soared as people leapt at the chance to put the restrictions of zero-Covid behind them,WSJ,China
"Stock futures are rising, after China said it would lift Covid quarantine requirements on international arrivals. Follow the latest markets updates.",WSJ,China
"Chinese leader Xi Jinping called on local officials to make any effort to save lives, his first public comments on the pandemic since China abruptly abandoned its stringent zero-Covid strategy in early December",WSJ,China
Breaking: The U.S. will require travelers from China to submit a negative Covid-19 test beginning Jan. 5,WSJ,China
Tesla stock has endured a bruising December as shares in the car maker that are headed for their worst-ever year have stumbled on new demand concerns and a shutdown at its China factory,WSJ,China
"While the U.S. has sought to persuade countries to reduce their dependence on China, trade ties between the world’s second-largest economy and the rest of Asia are deepening as economies grow and companies refashion supply chains",WSJ,China
"China’s main videogame regulator approved 45 imported titles, including “Pokémon Unite” and “Game of Thrones: Winter is Coming”",WSJ,China
"As Covid-19 sweeps across China following the end of its strict pandemic controls, some people in the country are looking to cast blame",WSJ,China
Heard on the Street: China’s electric-vehicle market will slow down but still dominate in 2023,WSJ,China
"Watch: As China relaxes pandemic restrictions, clinics and hospitals overflow with patients amid a wave of infections that is testing the healthcare system",WSJ,China
"The Biden administration is weighing new precautionary measures for travelers entering the U.S. from China, where airline ticket sales are soaring following Beijing’s decision to reopen its borders to international travel.",WSJ,China
The Trudeau administration is shifting from efforts to strengthen ties with China to criticizing its behavior as disruptive,WSJ,China
"Production of iPhone Pro models in China is beginning to catch up to demand, analysts say, even as Covid issues are hampering Apple's manufacturing there",WSJ,China
"Beijing is urging foreign governments to follow scientific principles in setting travel protocols, after the U.S. and other countries imposed Covid-screening measures on travelers from China",WSJ,China
"The main parts of the Zhengzhou, China, facility that produce iPhones have recovered somewhat and are operating at about 70% capacity after weeks of Covid staff issues",WSJ,China
"U.S. stock futures edged higher and crude oil prices fell, as China's reopening left some investors nervous. Follow the latest markets updates.",WSJ,China
The U.S. will require travelers from China to submit a negative Covid-19 test beginning Jan. 5,WSJ,China
A ruling by China’s top legislative body will likely prevent dissident publisher Jimmy Lai from hiring a U.K. lawyer in his coming trial in Hong Kong,WSJ,China
"Russian oil is increasingly heading east to China and India, while Middle East producers are trying to sell more crude to Europe",WSJ,China
Planeloads of international arrivals to China have confronted authorities about a quarantine policy due to end Jan. 8,WSJ,China
