Text,Media,GPE
"As Xi'an in northwest China's Shaanxi Province embraced the first snow this winter, the ancient buildings and walls covered with snow show extraordinary charm in the city.",PDChina,China
"The Jinshanling section of the in north China’s Hebei Province appears to be more magnificent in the winter sun, winding like a dragon along the lofty myriad mountains.",PDChina,China
"Mythical bird glimmers in the sky! Carrying auspicious meanings and best wishes, a ""phoenix"" powered by travels through the air and leaves audiences in awe in Guangyuan, southwest China's Sichuan.",PDChina,China
A spectacle is captured as a rainbow arched over the magnificent ice-decorated Hukou Waterfall on the Yellow River in the border area between China's Shanxi and Shaanxi provinces.,PDChina,China
"Over 100 relics and 24 houses, tombs, and pit remains, including earthenware, stoneware and boneware, have been unearthed this year in a newly-excavated area of 547.5 square meters at the Weizili site dating back to the Bronze Age in northeast China's Jilin Province.",PDChina,China
"China's ice and snow market has seen robust growth and strong upgrading momentum as the market value rose 51.88% YoY in 2021 and is expected to exceed 800 billion yuan (about $113.41 billion) this year. It is likely to top 1 trillion yuan in 2025, a report showed.",PDChina,China
China Snow Valley in northeast China's Heilongjiang Province is a must-go place for snow lovers who fancy a winter getaway.,PDChina,China
"Electric carmaker Tesla will recall 435,132 Model 3 and Model Y vehicles in China as a software glitch may cause tail lights to fail to illuminate, China's top quality watchdog said.",PDChina,China
China’s first production line exclusively for the manufacturing of hydrogen-powered industrial vehicles officially went into operation in south China’s Guangdong on Saturday.,PDChina,China
Visit the Yulong River in south China's Guangxi and take a raft to appreciate the otherworldly scenery.,PDChina,China
"What a gorgeous view! The snow decorated the solar power plant in Dunhuang, northwest China’s Gansu Province, with extraordinary beauty.",PDChina,China
"China's major internet enterprises saw their spending on R&D resume a double-digit expansion in the first 10 months of 2022, totaling 63.67 billion yuan (about US$9.03 billion), up 10.4% YoY: official data",PDChina,China
"The manned spacecraft, carrying astronauts Chen Dong, Liu Yang and Cai Xuzhe, separated from China's space station on Sunday, according to the China Manned Space Agency.",PDChina,China
"Boasting a long history of tea cultivation, Ya’an of southwest China's Sichuan Province is the birthplace of dark tea and green tea making techniques. Inherited by generations of tea makers, both techniques are now listed as national-level intangible cultural heritage.",PDChina,China
"Winter snow fell at the Shenyang Imperial Palace in Shenyang, northeast China's Liaoning Province, creating a peaceful vibe. Shenyang Imperial Palace was built in 1625 and had been used as the imperial palace in early Qing Dynasty (1616-1911).",PDChina,China
"First of its kind to run on the China-Laos Railway, a cross-border freight train empowered by technology, which helps enhance safety and transparency during int’l trade, was launched in Chengdu, SW China’s Sichuan on Saturday.",PDChina,China
"Many tourists are drawn to the frozen waterfall on the Yuntai Mountain in central China's Henan Province, as the cold temperature has turned the stunning waterfall into an ice-covered wonderland.",PDChina,China
"China's astronauts, who have completed all their scheduled tasks, will return to Earth Dec 4, China Manned Space Agency said Sat. The 3 astronauts handed over control of the space station to crew Fri, completing the country's 1st in-orbit crew rotation.",PDChina,China
Residents captured the moment of the return capsule of spacecraft streaking through the night sky in NW China on its way home.,PDChina,China
"China's deep space exploration laboratory, which started operation in June this year, is recruiting top talents from around the world, according to China National Space Administration on Monday. Nearly 100 posts are available.",PDChina,China
In pics: The Jinfoshan Scenic Area in SW China's Chongqing embraces the first snow of this winter.,PDChina,China
"A bevy of swans enjoys leisure time on a misted lake after snow, adding a touch of liveness to the freezing winter in Rongcheng, E China's Shandong.",PDChina,China
The falling snow makes the scenery of Mount Laojun in C China's Henan even more beautiful.,PDChina,China
"Keep your dreams alive! A kindergarten security guard uses his leisure time to draw traditional Chinese paintings on barrels in Zibo, E China's Shandong.",PDChina,China
Bits and pieces of falling snowflakes render the historical water town of Wuzhen with soft and tranquil vibes in east China's Zhejiang.,PDChina,China
"A new high-speed railway linking Nanning and Chongzuo in south China’s Guangxi opened to traffic on Monday. With a designed operating speed of 250 km/h, the 121-km-long rail line will cut the travel time between the two cities from over two and a half hours to some 50 minutes.",PDChina,China
"Construction of the Hangzhou Bay Cross-sea Railway Bridge, the world's longest sea-crossing high-speed railway bridge, has kicked off in Ningbo, east China's Zhejiang Province. The bridge spans 29.158 kilometers in length.",PDChina,China
"A landscape painting comes to life as you stroll leisurely along the path at the Huanglongtan scenic spot in Heqing, southwest China's Yunnan Province.",PDChina,China
"The Gouina hydropower station, which was funded and built by China, has been completed in the West African country. It is expected to generate 621 million kWh of electricity annually once put into operation. (file pic)",PDChina,China
The track-laying work of the Zhongwei-Lanzhou section along the Yinchuan–Lanzhou high-speed railway was completed on Saturday in northwest China. The 219-km section has a design speed of 250 km/h and is expected to go operational at the end of the year.,PDChina,China
"The China-aided construction of the permanent headquarters of the Economic Community of West African States (ECOWAS) began Sunday in Abuja, 's capital, to consolidate ECOWAS's operations in one complex -- a departure from operating at three different locations in Abuja.",PDChina,China
"Golden persimmons are seen hanging on the tree branches, adding a touch of color to winter in southwest China's Sichuan Province.",PDChina,China
"The third batch of experiment samples from China's space station, including new rice seeds produced in space, was delivered on Sunday, according to the Chinese Academy of Sciences (CAS). It is the world's first time to harvest rice seeds in orbit.",PDChina,China
"More than 1,500 trips have been made along the Yixin'ou China-Europe freight train route so far this year, with 124,000 TEUs of cargo delivered, up 26% year on year and hitting a new record high, according to the latest data.",PDChina,China
"Two temples stand on the peaks of Shuangta Mountain in Chengde, north China's Hebei province. Do you know how they were built?",PDChina,China
"The combined added value of major firms in China's electronic information manufacturing sector, each with an annual business revenue of at least 20 million yuan (about $2.8 million), rose 9.5% year on year during the first 10 months of this year, according to official data.",PDChina,China
"China's natural gas consumption increased 1.8% year on year to 30.53 billion cubic meters in October this year, according to the country's top economic planner.",PDChina,China
"Three Chinese astronauts on board the manned spaceship returned to Beijing safely on Monday, after completing their six-month space station mission, according to China Manned Space Agency.",PDChina,China
"Like an optical illusion! A hiker walks across a frozen lake in N China’s Qinhuangdao city, which is so clear as if he is walking in the air.",PDChina,China
"Snow scenery of Hengshan Mountain scenic area in Hengyang, central China's Hunan Province.",PDChina,China
"A man shows how to make an eco-friendly ""freezer"" during the winter in N China's Inner Mongolia.",PDChina,China
"The Gaoyanzi Forest Farm is covered in snow and shrouded in mist, creating a picturesque scenery in Enshi, C China's Hubei.",PDChina,China
"Take a look at this ancient building in Yuncheng, north China's Shanxi province, which stands on a mound more than 10 meters high and has a history of hundreds of years.",PDChina,China
"The Purchasing Managers' Index () for the global manufacturing sector stood at 48.7 in November, down from 49.4 in October, the China Federation of Logistics and Purchasing said on Tuesday.",PDChina,China
China's space station enters long-term residence mode,PDChina,China
"The falling snow exudes a romantic vibe against the backdrop of the red walls of a temple on Taibai Mountain, northwest China's Shaanxi Province.",PDChina,China
"A total of 70.35 million tonnes of autumn grain have been purchased in China's major grain-producing areas this year as of November 30, up 5.37 million tonnes from a year earlier, according to the latest official data.",PDChina,China
"Reaching an altitude of 3,724 meters, Mount Longtou stands above a floating sea of clouds in southwest China's Sichuan Province. The spot is known to visitors as the ""Edge of the Earth"" for its magnificent and sharp cliff.",PDChina,China
"In the first eleven months of this year, the New International Land-Sea Trade Corridor saw 687,133 TEU containers transported by the railway intermodal freight trains, up 18.9% from the same period of last year, data from China Railway Group showed.",PDChina,China
"Get a taste of the winter charm! Pieces of snowflake-shaped frost were captured gradually filling a bubble in Changchun, northeast China's Jilin Province, where the temperature logged -18°C in the morning.",PDChina,China
"It is said that if you haven't been to Hanshan Temple, you haven’t been to Suzhou. Hanshan Temple, located in Suzhou, east China's Jiangsu province, has a history of more than 1,000 years and is a beautiful place frequently visited by foreign tourists.",PDChina,China
"China has approved the emergency use of a new domestic influenza virus vector vaccine. The vaccine, intake as an intranasal spray, can build an immune barrier in one's respiratory tract and show good protection against the variant.",PDChina,China
"China will conduct military tasks in designated waters of the Bohai Sea from 12:00 on December 6 to 12:00 on December 14. Entry will be prohibited, said Dalian Maritime Safety Administration. (file pic)",PDChina,China
"The global population of crested ibises, a rare bird species, has increased from seven in 1981 to more than 9,000 at present, the forestry authorities of northwest China's Shaanxi Province told a press briefing on Monday.",PDChina,China
"Enjoy the natural beauty of the winter landscape in Ergun, N China's Inner Mongolia.",PDChina,China
"He's back! Harbin in NE China's Heilongjiang is bringing back its super-sized snowman for another year of winter fun. The 18-meter-high snowman has become a new landmark of China's ""Ice City.""",PDChina,China
"In E China, a car was rear-ended by a truck and pushed into the path of an oncoming train. Fortunately, the passengers narrowly escaped tragedy.",PDChina,China
"Chinese Premier Li Keqiang co-chaired the 27th regular meeting with Russian Prime Minister Mikhail Mishustin via video link and expressed China's willingness to maintain high-level exchanges, strengthen exchanges and cooperation in various fields with Russia.",PDChina,China
"Chinese President Xi Jinping has arrived in Riyadh on Wednesday afternoon to attend the first China-Arab States Summit and the China-Gulf Cooperation Council summit, and pay a state visit to Saudi Arabia.",PDChina,China
"Clip-clop! Over 300 horses gallop against the backdrop of glittering sunset afterglow at a ranch in Zhangye, northwest China’s Gansu Province.",PDChina,China
"China's Enping 15-1 oilfield group, boasting Asia's largest offshore oil production platform, started production in Pearl River Mouth Basin, said its operator Wed. Having a max daily oil output of 5,000 tons, it will boost economy of Guangdong-Hong Kong-Macao Greater Bay Area.",PDChina,China
"Based on 1st self-developed Multi-channel Raman insertion probes system, China has set up a spectroscopy lab in cold seep of the South China Sea for in-situ long-term experiments in extreme deep-sea environments. The unmanned lab can bear a max pressure of 4,500m under the sea.",PDChina,China
"Nature's wonder! A mountain is pierced by a large hole and embellished by a broad area of green and red leaves in Fengjie County, southwest China's Chongqing.",PDChina,China
"China no longer requires negative test results for domestic cross-regional travelers, said the State Council on Wednesday.",PDChina,China
"China's foreign trade of goods expanded 8.6% YoY to 38.34 trillion yuan (about $5.78 trillion) during the first 11 months of the year, according to the General Administration of Customs on Wednesday.",PDChina,China
China's Ministry of Finance will issue this year's 4th batch of RMB treasury bonds in the SAR on Wednesday. The batch worth 5 billion yuan (about $715.9 million) is also the last batch of this year's 23 billion yuan worth of RMB treasury bonds.,PDChina,China
"Enjoy the magnificence of the UNESCO World Heritage site Longmen Grottoes in central China's Henan, whose beauty lasts through more than a thousand years.",PDChina,China
"Bamboo-drifting is a skill which originated in the Chishui River area in southwest China's Guizhou province a long time ago. Yang Liu, 25, who was born and raised in Zunyi, Guizhou, gave a perfect performance for the visitors.",PDChina,China
"China on Wednesday sent a VDES experimental satellite into the preset orbit via Kuaizhou-11 solid-fuelled carrier rocket from Jiuquan Satellite Launch Center in northwest China, according to China National Space Administration.",PDChina,China
"Guanyan Scenic Area, located in the middle of the Lijiang River, is 29 kilometers away from Guilin, southwest China's Guangxi Zhuang Autonomous Region. Ancient Chinese geographer Xu Xiake once visited here in 1637.",PDChina,China
"President Xi Jinping will attend the first China-Arab States Summit and China-Gulf Cooperation Council (GCC) summit in Riyadh, Saudi Arabia, and pay a state visit to Saudi Arabia from Dec. 7 to 10 at the invitation of King Salman bin Abdulaziz Al Saud of Saudi Arabia. (file pic)",PDChina,China
"The largest Chinese-made cylindrical floating production, storage and offloading (FPSO) device, built for Shell’s Penguins field, departed from Qingdao, east China's Shandong, on Tuesday for waters of the UK North Sea. It will arrive at the destination in about 55 days.",PDChina,China
": Coupled with temperature plunge, Major Snow, 21st solar term of traditional Chinese lunar calendar, presents itself with frosty sceneries across China. Any idea to ward off winter chill and bore? Try Chinese set: Snowball fight, hotpot, rime ice appreciation & skating",PDChina,China
"Mount Lushan welcomed the first snow of this winter in E China's Jiangxi, adding a touch of white beauty to the mighty peaks, peaceful lakes, mysterious clouds and mist.",PDChina,China
"China successfully sent a new remote sensing satellite, Gaofen-5 01A, into space from the Taiyuan Satellite Launch Center in N China's Shanxi Province on Friday morning.",PDChina,China
"China's new high-altitude and high-speed demonstrator drone ""Liuxing-260"" completed its maiden flight recently. The new drone can help test and verify new technologies including AI, loyal wingman and drone swarm, the aircraft’s maker announced on Thursday.",PDChina,China
"Chinese President Xi Jinping on Thursday met with Egyptian President Abdel Fattah el-Sisi in Riyadh. Xi said is ready to import more quality products from and expand cooperation in investment and financing, joint vaccine production, and aerospace.",PDChina,China
"Chinese President Xi Jinping met with Chairman of 's Sovereignty Council Abdel Fattah Al-Burhan in the Saudi capital Riyadh, and said China supports all parties in Sudan to continue to push for steady political transition through dialogue and consultation.",PDChina,China
"Although these boys in SW China lack soccer gear and equipment, they do have passion, and lots of it!",PDChina,China
"Chinese President Xi Jinping on Thursday met with Palestinian President Mahmoud Abbas in Riyadh, Saudi Arabia, and said China firmly supports the Palestinian people's just cause of restoring their legitimate national rights.",PDChina,China
Freezing winds created unique looking icicles on a bridge over Yunbing Mountain in C China's Hunan.,PDChina,China
"China agrees to list as a destination for group travel, and expand personnel exchanges as well as cultural and people-to-people exchanges, Chinese President Xi Jinping said during his talks with Saudi Crown Prince and Prime Minister Mohammed bin Salman Al Saud.",PDChina,China
"Behold the Danxia landform, which is characterized by spectacular red cliffs, in Guilin, an iconic tourist destination in south China's Guangxi.",PDChina,China
President Xi Jinping has sent a congratulatory letter to the Association of National History of the People's Republic of China on its 30th founding anniversary. (file pic),PDChina,China
"Enjoy the breathtaking scenery of Tianmen Mountain, where the snow-covered mountain and the shrouding mist create a winter wonderland in Zhangjiajie, central China's Hunan Province.",PDChina,China
"China's ownership of motor vehicles came in at 415 million by the end of November, and the number of licensed motor vehicle drivers topped 500 million, data from the Ministry of Public Security showed.",PDChina,China
Simply amazing! Let's enjoy the rarely-seen view of the frost-covered Longji terraced fields in south China's Guangxi Zhuang Autonomous Region.,PDChina,China
"China's easternmost high-speed railway line between Mudanjiang and Jiamusi in northeast China's Heilongjiang Province welcomed its first anniversary of operation on Tuesday. In the past year, 3.5 million passenger trips were handled safely on the 372-kilometer-long railway.",PDChina,China
"China’s urban rail transit network measured 9,357 kilometers in total length as of November 2022, with 285 urban rail transit lines in operation across 52 Chinese cities, according to the Ministry of Transport Wednesday.",PDChina,China
"Enjoy the Winter Fishing of Chagan Lake in Songyuan, NE China's Jilin! As an ancient fishing and hunting method, Chagan Lake Winter Fishing was listed as a national intangible cultural heritage in 2008. According to records, one net can catch over 160,000 kg of fishes at most.",PDChina,China
Chinese scientists have released and reconstructed a dataset containing 39-year (1978–2016) lake ice phenology data of 132 lakes over China's Tibetan Plateau by combining the strengths of both remote sensing and numerical modelling.,PDChina,China
"President Xi Jinping recently wrote back to representatives of Chinese language learners in Saudi Arabia, encouraging Saudi youths to learn Chinese well and make new contributions to strengthening the China-Saudi Arabia and China-Arab friendship.",PDChina,China
"A special freight train carrying 25 cold-chain containers of fresh Lao bananas weighing 500 tons left Vientiane Wed for China's Changsha along China-Laos Railway. It is the 1st ""banana train"" traveling directly to a specific Chinese city since the operation of China-Laos Railway.",PDChina,China
"China's foreign exchange reserves rose to $3.1175 trillion at the end of November, up 2.13% from a month earlier, data from the State Administration of Foreign Exchange showed Wednesday.",PDChina,China
"China is ready to work with Qatar in traditional and renewable energy, and expand bilateral cooperation in finance and investment, Chinese President Xi Jinping said when meeting with Qatari Emir Sheikh Tamim bin Hamad Al Thani.",PDChina,China
"is willing to strengthen the synergy of development strategies with and actively participate in its economic development projects, Chinese President Xi Jinping said Friday while meeting with King of Bahrain Hamad bin Isa Al Khalifa in Riyadh.",PDChina,China
"Chinese President Xi Jinping met with Mauritanian President Mohamed Ould Ghazouani in Riyadh, and said China is willing to work with Mauritania to promote bilateral friendly cooperation to higher levels.",PDChina,China
"Residents in NE China spread dumplings, a household Chinese dish, on fresh snow for longer storage.",PDChina,China
"Chinese President Xi Jinping met with his Comorian counterpart Azali Assoumani on Friday in Riyadh, and said China supports the Comoros in playing a greater role in international and regional affairs.",PDChina,China
"Chinese President Xi Jinping on Friday called on and states of the Gulf Cooperation Council to be partners in promoting unity, development, security, and civilizations, during his speech at the China-GCC summit held in Riyadh, Saudi Arabia.",PDChina,China
"Chinese President Xi Jinping met with Djiboutian President Ismail Omar Guelleh in Riyadh, and said China is willing to coordinate with Djibouti to uphold the common interests of developing countries and international fairness and justice.",PDChina,China
"Chinese President Xi Jinping on Friday hailed the first - Summit as a milestone in their relations, when delivering a speech at the summit in Riyadh, Saudi Arabia.",PDChina,China
"Chinese President Xi Jinping met with Somali President Hassan Sheikh Mohamud on Friday in Riyadh, Saudi Arabia, and said China is ready to provide assistance to the best of its ability for Somalia's reconstruction and social and economic development.",PDChina,China
"President Xi Jinping said on Friday that China will continue supporting 's economic reconstruction and help it restore industries, improve people's livelihood and achieve sustainable development during his talks with Iraqi Prime Minister Mohammed Shia' al-Sudani.",PDChina,China
"Unfrozen river in freezing cold! In winter, the temperature in Ergun of China's Inner Mongolia plunges to -40°C, turning the place into a world of ice & snow, while a river stays clear of ice at a wetland reserve due to the hot spring deep underground, forming a natural wonder.",PDChina,China
China on Friday successfully sent fourteen satellites into the planned orbit via its new carrier rocket Smart Dragon-3 (SD-3) from a launch platform in the Yellow Sea.,PDChina,China
"China firmly supports in pursuing a development path suited to its national conditions, and opposes external interference in Tunisia's internal affairs, President Xi Jinping said Friday while meeting with his Tunisian counterpart, Kais Saied, in the Saudi capital Riyadh.",PDChina,China
"Enjoy the picturesque scenery of Tianzhu Mountain in east China’s Anhui Province. It is famous for lofty peaks, deep caves, oddly-shaped pines, and strangely shaped rocks.",PDChina,China
"Two China-Laos freight trains, each loaded with 25 cold-chain containers of fresh fruits, have recently arrived in SW China's Chengdu and Chongqing respectively. They were the first deliveries of imported fruits via the China-Laos Railway to the two cities.",PDChina,China
"China's third AG600M, an advanced amphibious firefighting aircraft, made its successful maiden flight in Zhuhai, south China’s Guangdong Province, on Friday.",PDChina,China
"The world’s first China-developed large passenger aircraft was delivered to China Eastern Airlines on Friday. With 164 seats and a flying range of 4,075 to 5,555 kilometers, the aircraft registered as B-919A is expected to start passenger service as early as spring 2023.",PDChina,China
"A man from Qiqihar, northeast China's Heilongjiang province, walked in snow forming heart shape footprints to show his love.",PDChina,China
"Neon in the hands: A street performer in Changsha, central China's Hunan, plays rainbow-colored springs with jaw-dropping skills, drawing attention of local residents.",PDChina,China
Cooks from east China's Shandong province add creativity into their daily steamed buns.,PDChina,China
"Retail sales of China's new energy vehicles () came in at about 598,000 units in November, up 58.2% year on year, the China Passenger Car Association said Thursday.",PDChina,China
"China's consumer price index () rose 1.6% YoY in November, while the producer price index () went down 1.3% YoY in the period, the National Bureau of Statistics said Friday.",PDChina,China
"A dreamy world of ice cascades appeared at Jiuru Mountain as temperatures dropped in Jinan, east China's Shandong Province. The waterfalls were seen frozen into crystal-clear icefalls, forming a stunning winter wonderland for appreciation.",PDChina,China
China's first homegrown large passenger aircraft will be delivered to China Eastern Airlines on Friday.,PDChina,China
"The Yanbu Aramco Sinopec Refining Company, China's largest refining project in Saudi Arabia, raked in over $1.4 billion in net profit during the January-November period of this year, the best-ever financial performance, Sinopec said on Thursday.",PDChina,China
"Sulige Gas Field, China's largest onshore gas field, has become the country's first uncompartmentalized gas field with a daily natural gas output of over 100 million cubic meters, which can meet the one-day gas needs of 50 million families, according to PetroChina.",PDChina,China
"The Dubu bridge stands high above the ground and winds its way alongside the mountains in Qingyuan, south China's Guangdong Province.",PDChina,China
Satellites launched by China's new carrier rocket Smart Dragon-3 (SD-3) on Friday have sent back the first series of photos featuring the views of the Earth.,PDChina,China
China works vigorously to advance green transportation,PDChina,China
The mountains in southwest China's Sichuan province are capped with snow and golden sunshine as clouds dance around.,PDChina,China
"China's rail cargo volume reached 3.571 billion tonnes in the first 11 months of this year, 180 million tonnes more than that of the same period last year and expanding 5.2% year on year, according to China Railway Group.",PDChina,China
"The production and sales of China's new energy vehicles () both topped 6 million units in the first 11 months of this year, showed data released by the China Association of Automobile Manufacturers on Friday.",PDChina,China
"China will issue 750 billion yuan (about $108 billion) worth of three-year special treasury bonds to bolster its economy, the finance ministry said Friday. The notes will be issued on December 12, and will be targeted and issued to particular banks in the interbank bond market.",PDChina,China
"China is willing to work with in deepening cooperation and encourage capable Chinese enterprises to participate in Lebanon's economic and social development, President Xi Jinping said Friday when meeting with Lebanese Prime Minister Najib Mikati.",PDChina,China
Mount Siguniang in southwest China's Sichuan Province takes on a more stunning and serene look when covered with snow.,PDChina,China
"""What happened to my world?"" A kitten in north China's Inner Mongolia Autonomous Region makes its first-ever adventure into the snow. See how the cutie braves it out.",PDChina,China
"China had about 4.95 million charging facilities for electric vehicles by the end of November, up 107.5% from the same period last year, industrial data showed. Some 2.33 million charging points were added from January to November this year.",PDChina,China
"China-Europe freight train services handled 15,162 trips in the first 11 months of the year, up 10% YoY. More than 1.47 million TEUs of goods were transported during the period, an increase of 11% YoY, official data showed on Saturday.",PDChina,China
A man in east China's Shandong easily transports hundreds of eggs at a time with a casual slide.,PDChina,China
"Red leaves in their prime time embellish and light up the winter landscape of the Wuxia Gorge, one of the Three Gorges on the Yangtze River, southwest China's Chongqing.",PDChina,China
"Using the Five-hundred-meter Aperture Spherical Radio Telescope (), or the ""China Sky Eye,"" Chinese scientists revealed the unprecedented details of the Galactic interstellar medium.",PDChina,China
"A flight carrying about 170 passengers landed at Tianjin Binhai International Airport on Sat, marking the official opening of the direct flight between Serbia's Belgrade and north China's Tianjin. Flights operated by Serbia's national carrier Air Serbia, will run once a week.",PDChina,China
"A China-made self-driving bus has recently completed its trial run and is ready to start official operations with passengers in Paris, France.",PDChina,China
Big sister has your back! A young girl in S China stopped a forklift passing in front of her home and made sure her younger siblings were out of the way.,PDChina,China
"In NW China, a bird got stuck with its feet frozen on a metal railing. Luckily, a kind passerby set it free!",PDChina,China
"As temperatures continue to drop, over 80 spotted seals have migrated south to the Liaodong Bay area in NE China, which is the southernmost of the eight breeding areas for spotted seals in the world.",PDChina,China
"Chinese Premier Li Keqiang addressed the third China-Republic of Korea Entrepreneurs and Former High-level Officials Dialogue via video link on Monday, calling on the two countries to jointly safeguard industrial and supply chains.",PDChina,China
"Mother Nature created an amazing landscape of trees at the estuary of the Yellow River in Dongying, E China’s Shandong.",PDChina,China
"China on Monday launched two satellites, Shiyan-20A and Shiyan-20B, into preset orbit from the Jiuquan Satellite Launch Center.",PDChina,China
"China will stop operating its digital travel code service on December 13, according to a statement released by the code's official account on Monday.",PDChina,China
"Huangpu Avenue Tunnel is known as the most beautiful tunnel in Guangzhou, south China's Guangdong Province, for its open square windows on the top, surrounded by green plants.",PDChina,China
"The first China-Europe freight train launched from China's Beijing-Tianjin-Hebei Region for the Czech Republic on Monday departed from Shijiazhuang, north China's Hebei. The train loaded with 100 TEUs of cargo is bound for Prague, the capital of the Czech Republic.",PDChina,China
