Text,Media,GPE
"At least 20 oil tankers queuing off Turkey to cross from Russia's Black Sea ports to the Mediterranean face more delays as operators race to adhere to new Turkish insurance rules added ahead of a G7 price cap on Russian oil, industry sources said",Reuters,Russia
"Russia's invasion of Ukraine plunged Europe into its biggest land war since World War Two. As Putin pays up to keep his campaign grinding on, managing its fallout at home and abroad is likely to get ever harder",Reuters,Russia
"WARNING: GRAPHIC IMAGES 🌎 Year in Review: Ukrainians astonished the world in 2022, withstanding an all-out military assault by Russia meant to crush them within days. Tens of thousands perished in cities laid to waste, but millions rallied",Reuters,Russia
Russia's Gazprom launches production at new Arctic gas site,Reuters,Russia
"🌎 Year in Review: Russia invaded Ukraine, the Republican red wave never happened in the U.S. midterm elections, and at , countries agreed to create a fund to help poor nations threatened by climate disasters",Reuters,Russia
"Russia's Jan-Nov oil output up 2% ahead of EU ban, price caps",Reuters,Russia
A drone attack on an airfield in Russia's Kursk region set fire to an oil storage tank a day after Moscow accused Ukraine of audacious drone attacks on two military airfields deep inside Russian territory,Reuters,Russia
"Ukraine warned there would be emergency blackouts once again in several regions as it repaired damage from missile attacks it said destroyed homes and knocked out power, while Moscow accused Kyiv of attacking deep inside Russia with drones",Reuters,Russia
Exxon Mobil is raising the annual base salaries of its top boss and other executives for next year. The pay hikes come after the U.S. oil major posted record quarterly profits as sanctions on Russia sent crude and gas prices soaring,Reuters,Russia
"WARNING: GRAPHIC IMAGES 🌎 Year in Review: Ukrainians astonished the world in 2022, withstanding an all-out military assault by Russia meant to crush them within days. Tens of thousands perished in cities laid to waste, but millions rallied",Reuters,Russia
"🌎 Year in Review: Russia's Putin, incensed by what he saw as Ukraine's treacherous Westwards pivot, ordered an invasion — which he called 'a special military operation.' Now, Russia, mired in war, faces economic pain and attempts to isolate it",Reuters,Russia
"U.S. basketball star Brittney Griner has been released in a prisoner swap with Russia and was heading back to the United States, President Joe Biden said, ending what he called months of 'hell'",Reuters,Russia
"U.S. basketball star Brittney Griner was released in a prisoner swap with Russia, Peru swore in its first female president Dina Boluarte after leftist leader Pedro Castillo was impeached and arrested, and more. Here's a look at the top 5⃣ stories of the day",Reuters,Russia
LIVE: WNBA Commissioner Cathy Engelbert holds a news conference following the announcement that Brittney Griner will be released from Russia in a prisoner swap with Viktor Bout,Reuters,Russia
"🌎 Year in Review: Russia invaded Ukraine, the Republican red wave never happened in the U.S. midterm elections, and at , countries agreed to create a fund to help poor nations threatened by climate disasters",Reuters,Russia
"5⃣ stories you need to know today: China has embraced the biggest relaxation of COVID curbs since the pandemic began, Russia presses forward with air and ground attacks in eastern Ukraine, and more",Reuters,Russia
"The UAE president and the Saudi crown prince led mediation efforts that secured the release of U.S. basketball star Brittney Griner in a prisoner swap with Russia, a UAE-Saudi joint statement said",Reuters,Russia
Ukraine’s President Volodymyr Zelenskiy has been named Time magazine's ‘Person of the Year’ for 2022. The publication said he inspired Ukrainians and won global accolades for his courage in resisting Russia’s devastating invasion,Reuters,Russia
"Time magazine named Ukrainian President Volodymyr Zelenskiy 2022's ‘Person of the Year,’ saying he inspired Ukrainians and won global accolades for his courage in resisting Russia's devastating invasion",Reuters,Russia
"WARNING: GRAPHIC IMAGES 🌎 Year in Review: When Russia invaded Ukraine in 2022, millions endured bombardment in basements and bomb shelters. But millions rallied, taking up arms, ferrying food to villages, and caring for one another’s children",Reuters,Russia
"In Russia, commentators are calling the prisoner exchange of U.S. basketball player Brittney Griner for notorious arms dealer Viktor Bout a victory for President Vladimir Putin",Reuters,Russia
"5⃣ stories you need to know today: Basketball star Brittney Griner lands in the U.S. after she was released in a prisoner swap with Russia, Arizona Senator Kyrsten Sinema leaves the Democratic Party and registers as independent, and more",Reuters,Russia
LIVE: Brittney Griner arrives in Texas after Russia prison release,Reuters,Russia
"WARNING: GRAPHIC IMAGES 🌎 Year in Review: Ukrainians astonished the world in 2022, withstanding an all-out military assault by Russia meant to crush them within days. Tens of thousands perished in cities laid to waste, but millions rallied",Reuters,Russia
"🌎 Year in Review: Russia invaded Ukraine, the Republican red wave never happened in the U.S. midterm elections, and at , countries agreed to create a fund to help poor nations threatened by climate disasters",Reuters,Russia
"Operations at Ukraine's Odesa port stopped after Russia's latest attack on the region's energy system, the country's agriculture minister said",Reuters,Russia
"WARNING: GRAPHIC IMAGES 🌎 Year in Review: When Russia invaded Ukraine in 2022, millions endured bombardment in basements and bomb shelters. But millions rallied, taking up arms, ferrying food to villages, and caring for one another’s children",Reuters,Russia
Russia’s McDonald’s successor replacing Big Mac with 'Big Hit',Reuters,Russia
Russia’s McDonald’s successor replacing Big Mac with 'Big Hit',Reuters,Russia
"Ukrainian President Volodymyr Zelenskiy held talks with U.S. President Joe Biden and with the leaders of Turkey and France, stepping up diplomatic activity around a war started by Russia nearly 10 months ago",Reuters,Russia
"One wholesale trading company is an example of how supply channels to Russia remained open despite Western export restrictions and bans. At least $2.6 billion in electronic components flowed into Russia in the seven months to Oct. 31, customs records show",Reuters,Russia
"Co-founded by a Turkish businessman, Azu International stepped in to help fill the supply gap after Western tech companies suspended dealings with Moscow. Over the next seven months, the company exported at least $20 million worth of components to Russia",Reuters,Russia
The United States and the EU restricted sales of sensitive technology to Russia because of its Feb. 24 invasion of Ukraine. An investigation details for the first time the global supply chain that continues to feed Russia with Western computer components,Reuters,Russia
A joint investigation by and details for the first time the global supply chain that continues to feed Russia with Western computer components and other electronics,Reuters,Russia
"The G7 has implemented a $60 price cap on Russian crude, but Fisher Investments' Aaron Anderson says Russia has a lot of ways of evading sanctions",Reuters,Russia
2022 will be remembered as the year Russia invaded Ukraine and the subsequent Western sanctions accelerated a global energy crisis by ripping up decades-old demand-supply relationships,Reuters,Russia
"Russia launched its first major drone attack on the Ukrainian capital in weeks, with Kyiv saying its air defenses prevented serious damage, as the United States considers sending its advanced Patriot air-defense system to help Ukraine",Reuters,Russia
"Ukrainian forces shot down 13 drones, officials said, as Russia launched its first major drone attack on the capital Kyiv in weeks",Reuters,Russia
"The European Union and the Association of Southeast Asian Nations meet for their first summit to deepen economic ties, with European leaders pressing for firm, shared language critical of Russia",Reuters,Russia
"In March this year, a new firm appeared in Turkey’s corporate registry. Azu International Ltd Sti described itself as a wholesale trader of IT products, and a week later began shipping U.S. computer parts to Russia. Story via",Reuters,Russia
"🌎 Year in Review: Russia's invasion of Ukraine, and subsequent Western sanctions, heaped new pressures on oil and gas supplies already strained from the rapid economic rebound from the health crisis",Reuters,Russia
"🌎 Year in Review: For the energy industry, 2022 will be remembered as the year Russia's invasion of Ukraine accelerated a global energy crisis",Reuters,Russia
"Russia’s only IPO of the year, e-scooter firm Whoosh, raised just over $33 million, less than half of its initial goal of $80 million",Reuters,Russia
"An investigation by and and in collaboration with has uncovered a logistical trail that spans the globe and ends at the Orlan’s production line, the Special Technology Centre in St. Petersburg, Russia",Reuters,Russia
Whoosh staged Russia's only initial public offering of the year. The e-scooter firm raised less than originally hoped in a market deprived of Western investors,Reuters,Russia
"Ukrainian forces shelled the Russian-controlled city of Donetsk in eastern Ukraine, Moscow-installed officials said, a day after Russia ruled out a Christmas ceasefire in the nearly 10-month old war",Reuters,Russia
Germany has spent almost half a trillion dollars on bailouts and schemes to prop up the country's energy system since prices rocketed due to the Ukraine war and it lost access to gas from main supplier Russia. But it may not be enough,Reuters,Russia
Russia ruled out a ‘Christmas ceasefire’ after nearly ten months of war in Ukraine and rejected a call by Kyiv to start withdrawing troops by Christmas as a step to end Europe's biggest conflict since World War Two,Reuters,Russia
"For the energy industry, 2022 will be remembered as the year Russia's invasion of Ukraine accelerated a global energy crisis. The conflict heaped new pressures on already strained oil and gas supplies",Reuters,Russia
"Russia fired more than 70 missiles at Ukraine in one of its biggest attacks since the start of the war, forcing Kyiv to implement emergency blackouts nationwide",Reuters,Russia
"Russia's Urals oil averaged $57.49/bbl in past month, below price cap",Reuters,Russia
"Twitter suspends accounts of several journalists who recently wrote about its owner Elon Musk, Ukraine says Russia fired dozens of missiles at infrastructure in Ukraine, Senate passes stopgap funding bill to avoid a partial shutdown, and more. 5⃣ stories you need to know",Reuters,Russia
"McDonald's regularly engages with its successor brand in Russia following its exit from the market earlier this year, communications that are needed to ensure terms of the sale are fulfilled, its new owner told",Reuters,Russia
"Russia's Urals oil averaged $57.49/bbl in past month, below price cap",Reuters,Russia
"Russia launched dozens of missiles across Ukraine, knocking out electricity in its second biggest city, hitting critical infrastructure in the south and causing explosions in the capital Kyiv, Ukrainian officials said",Reuters,Russia
"Ten-year-old Danylo Astion fled Ukraine with his family soon after Russia invaded but his dream of becoming a soccer star lives on in Vienna, where training for one of Austria's top teams has rekindled his lust for life",Reuters,Russia
Japan said it would begin a once-unthinkable $320 billion military build-up that would arm it with missiles capable of striking China and ready it for a sustained conflict as regional tensions and Russia's Ukraine invasion stoke war fears,Reuters,Russia
"Ukrainian defense chiefs predicted Russia will launch a new offensive early next year that could include a second attempt to take the capital Kyiv, as Western allies stepped up their support with additional funding and military training",Reuters,Russia
Secretary of State Antony Blinken said that the United States' partners in Africa reject the presence of mercenaries from Russia's Wagner Group due to their links to human rights abuses,Reuters,Russia
The World Bank's private investment arm said it had launched a $2 billion support package for Ukraine to help build the resilience of the Ukrainian private sector devastated by Russia's war and to prepare for reconstruction,Reuters,Russia
"The ‘Sea Eagle’ Orlan 10 UAV, a deceptive, relatively low-tech and cheap killer that has directed many of the up to 20,000 artillery shells that Russia has fired daily on Ukraine is powered by an elastic, sanction-evading supply chain",Reuters,Russia
🌎 Year in Review: Russia's invasion of Ukraine and subsequent Western sanctions led to a breakdown in supply relationships that had existed for decades,Reuters,Russia
A couple was reunited in Kyiv for the festive holidays despite a missile attack that officials said was one of the worst Russia had launched since the war began,Reuters,Russia
"Leaders of Azerbaijan, Georgia, Romania and Hungary signed an agreement to bring Azeri energy to Europe, aiming to cut the continent's reliance on Russia",Reuters,Russia
"Azerbaijan, Georgia, Romania and Hungary agreed on the construction of a cable under the Black Sea to carry Azeri energy from planned Caspian Sea wind farms to Europe, aiming to cut the region's dependence on Russia",Reuters,Russia
"People gathered at Sophia Square in Kyiv to see the lighting of the Christmas tree, with some saying Russia will not take away their holiday spirit",Reuters,Russia
"Uniper's shareholders approved a state bailout designed to keep Germany's biggest gas trader afloat after Russia cut supplies, the company said",Reuters,Russia
European Union unity over sanctions on Russia has started to falter as jitters about the impact on Europe's own stumbling economy weakens resolve to punish Moscow for war in Ukraine,Reuters,Russia
"Exclusive: Using a low-profile fleet of ships under U.S. sanctions, Syria has this year sharply increased wheat imports from the Black Sea peninsula of Crimea that Russia annexed from Ukraine, a sign of tightening economic ties between the two allies",Reuters,Russia
"President Volodymyr Zelenskiy said Ukraine was ready for all possible defense scenarios against Moscow and its ally Belarus, as Russia's Vladimir Putin headed to Belarus and Russian troops stationed there prepared to conduct exercises",Reuters,Russia
Russia's Transneft receives Polish and German requests for oil,Reuters,Russia
Russia's Transneft receives Polish and German requests for oil,Reuters,Russia
"U.S. House panel probing the Jan. 6, 2021, Capitol riot says Trump should face criminal charges, jury finds Harvey Weinstein guilty of rape, Ukraine’s Zelenskiy visits frontline town that Russia has long tried and failed to capture, and more 5⃣ stories you need to know 👇",Reuters,Russia
Russia's Transneft receives Polish and German requests for oil,Reuters,Russia
"The nearly five-month battle for the small city of Bakhmut in eastern Ukraine has ground on for so long and wrought so much death and destruction that, even if Russia does prevail, it will be a pyrrhic victory, military experts say",Reuters,Russia
President Vladimir Putin said the situation in four areas of Ukraine that Moscow has declared are part of Russia was ‘extremely difficult’ and ordered security services to step up surveillance to secure its borders and combat new threats,Reuters,Russia
Russia's Lavrov: EU not conducting proper investigation of Nord Stream explosions,Reuters,Russia
Russia's Lavrov: EU not conducting proper investigation of Nord Stream explosions,Reuters,Russia
Russia's space agency to issue bonds for satellite programme,Reuters,Russia
"When telecoms gear makers Nokia and Ericsson leave Russia at the end of the year, their departure could steadily cripple the country's mobile networks over the long-term, setting off a deterioration in communication for everyday Russians",Reuters,Russia
Ukrainian President Volodymyr Zelenskiy has often astonished the world with his trips to the battlefield but his visit to Washington to press for military aid has delivered the biggest surprise of the 10 months since Russia invaded his country,Reuters,Russia
"Ukrainian President Volodymyr Zelenskiy is expected to travel to Washington, meet President Joe Biden and visit Congress on Wednesday, sources said, in his first known overseas trip since Russia's invasion",Reuters,Russia
"On : The great shut-off of Russia's economy will accelerate in 2023, as Moscow moves closer to the North Korean economic model, says",Reuters,Russia
Exclusive: Sanctions could cut Russia's Baltic oil exports by 20%,Reuters,Russia
"The amount of material delivered by North Korea to Russia’s private military company, the Wagner Group, will not change battlefield dynamics in Ukraine. A U.S. official said Putin has increasingly turned to Wagner for help in Ukraine",Reuters,Russia
Exclusive: Sanctions could cut Russia's Baltic oil exports by 20%,Reuters,Russia
"Top 5⃣ stories of the day: Russia says supplies of U.S. Patriot missiles to Ukraine will not help end the war, Shanghai hospital tells staff to prepare for a ‘tragic’ battle with COVID, Kabul women protest the Taliban’s decision to close universities to female students, and more",Reuters,Russia
"On : Russia’s ailing economy will start to look more like North Korea’s in 2023, says",Reuters,Russia
Ukrainian President Volodymyr Zelenskiy embarked on a visit to the U.S. in his first overseas trip since Russia invaded Ukraine,Reuters,Russia
"From : After clashing with gas producer Russia, Europe has scrambled to diversify energy supplies to prop up its industries. Western companies will soon feel uneasy relying on China for lithium and nickel",Reuters,Russia
"5⃣ stories you need to know today: U.S. Capitol riot panel's final report sets out case to try Trump, deep freeze grips U.S. as winter 'bomb cyclone' looms ahead of holiday weekend, North Korea fires missile amid tension over Russia arms aid, and more",Reuters,Russia
North Korea's foreign ministry denied a media report that Pyongyang had supplied munitions to Russia and denounced the United States for providing lethal weapons to Ukraine,Reuters,Russia
"North Korea's foreign ministry denied a media report it supplied munitions to Russia, calling it ‘groundless,’ and denounced the United States for providing lethal weapons to Ukraine, the country’s state media said",Reuters,Russia
"North Korea's foreign ministry denied a media report it supplied munitions to Russia, calling it ‘groundless,’ and denounced the United States for providing lethal weapons to Ukraine, the country’s official KCNA news agency reported",Reuters,Russia
Head of Russia's Wagner group dismisses talk of N. Korean weapons as gossip,Reuters,Russia
Russia's Sberbank urges Glencore to resolve dispute over oil bill,Reuters,Russia
"Sanctions forcing Russia's Sberbank to close UAE office, company says",Reuters,Russia
Russia's Sberbank urges Glencore to resolve dispute over oil bill,Reuters,Russia
"Sanctions forcing Russia's Sberbank to close UAE office, company says",Reuters,Russia
Russia's Sberbank urges Glencore to resolve dispute over oil bill,Reuters,Russia
Russia's Navalny accuses authorities of using prison to break his health,Reuters,Russia
"Sanctions pressure to force Russia's Sberbank to close UAE office, company says",Reuters,Russia
Russia's Navalny accuses authorities of using prison to break his health,Reuters,Russia
Russia's Rosatom sees 2022 exports growth at 15% - report,Reuters,Russia
Russia's Rosatom sees 2022 exports growth at 15% - report,Reuters,Russia
"Kosovo's interior minister has accused Serbia, under the influence of Russia, of aiming to destabilize Kosovo by supporting members of the country's ethnic Serb minority in weeks of protests and violence",Reuters,Russia
"Russian Foreign Minister Sergei Lavrov gave Ukraine an ultimatum to fulfil Moscow's proposals, including surrendering territory Russia controls, or its army would decide the issue, a day after President Vladimir Putin said he was open to talks",Reuters,Russia
NASA mulls SpaceX backup plan for crew of Russia's leaky Soyuz ship,Reuters,Russia
NASA mulls SpaceX backup plan for crew of Russia's leaky Soyuz ship,Reuters,Russia
"Russia retaliated against a price cap on its oil imposed by Western countries, while its forces were involved in heavy fighting around the bombed-out ghost town of Bakhmut in eastern Ukraine",Reuters,Russia
Kosovo's government is accusing its neighbor Serbia of trying to destabilize the country as it grapples with weeks of protests and violence and says Serbia is doing so under the influence of Russia,Reuters,Russia
"Air raid sirens rang out across several cities in Ukraine after Russia launched one of its largest aerial bombardments, sending people rushing to shelters",Reuters,Russia
"Russia fired scores of missiles into Ukraine, targeting Kyiv, the northeastern city of Kharkiv, and other cities in a massive aerial bombardment that sent people rushing to shelters and knocked out power",Reuters,Russia
"Russia unleashed a barrage of missiles on Ukraine's major cities, China’s vast countryside rushed to bolster COVID defenses, Benjamin Netanyahu sealed a comeback as Israeli prime minister with a hard-right cabinet, and more Here are 5⃣ stories you need to know 👇",Reuters,Russia
"From : President Vladimir Putin’s war against Ukraine has isolated Russia. The great shut-off of its economy will accelerate in 2023, as Moscow moves closer to the North Korean economic model, says",Reuters,Russia
"5⃣ stories you need to know today: Russia fires scores of missiles at Ukraine’s major cities, including Kyiv, National Guard troops look for winter storm victims in New York’s second-largest city Buffalo, Israel's Benjamin Netanyahu returns with hard-right cabinet, and more",Reuters,Russia
From : Russia's economy has been hit because of its war in Ukraine. Could Moscow be headed for a complete closure of the economy? explains,Reuters,Russia
"⏪ 2022 rewind: Amber hunters at work on the Baltic Sea coast in Kaliningrad region, Russia",Reuters,Russia
⏪ 2022 look-back: People in Russia’s Kaliningrad region gather amber using nets from the Baltic Sea,Reuters,Russia
"U.S. stocks closed out 2022 lower, capping a year of sharp losses driven by aggressive interest rate hikes to curb inflation, recession fears, the Russia-Ukraine war and rising concerns over COVID cases in China",Reuters,Russia
"Reuters 2022 Year in Review 👇 Russia invaded Ukraine by land, air and sea on February 24, confirming the West's worst fears with the biggest attack by one state against another in Europe since World War Two",Reuters,Russia
Russia's Yandex co-founder Volozh pens farewell message to staff,Reuters,Russia
Russia's Yandex co-founder Volozh pens farewell message to staff,Reuters,Russia
Russia's Detsky Mir shares slump after privatisation plan agreed,Reuters,Russia
Russia's Yandex co-founder Volozh pens farewell message to staff,Reuters,Russia
"Residents of the Ukrainian capital Kyiv were urged to head to air raid shelters as sirens wailed across the city, a day after Russia carried out the biggest aerial assault since it started the war in February",Reuters,Russia
