Text,Media,GPE
"Russia said drones struck an airfield in the city of Kursk, igniting a fuel-storage facility, in what Moscow said was the third long-range attack by Ukrainian forces on its air bases in two days",WSJ,Russia
International Olympic Committee president Thomas Bach said he wants Russian and Belarusian athletes to participate in the 2024 Paris Olympics despite Russia’s invasion of Ukraine. “Participation must happen on sporting merits.”,WSJ,Russia
"Shadowing the release of Brittney Griner in a prisoner-swap with Russia was a third figure: the American Paul Whelan, whom the U.S. also considers wrongfully detained in Russia",WSJ,Russia
"Russian convicted arms dealer Viktor Bout, nicknamed the “Merchant of Death,” was released to Russia in a swap for U.S. basketball star Brittney Griner on Thursday",WSJ,Russia
"Breaking: Brittney Griner has been released by Russia from a penal colony in a negotiated prisoner release deal, a U.S. official said. She is in U.S. custody.",WSJ,Russia
"The battle for Bakhmut in Ukraine has become a bloodbath for both sides as Russia steps up its attempts to take what used to be a quaint, tree-lined city",WSJ,Russia
"President Vladimir Putin said Russia is ready for more prisoner exchanges with the U.S., but the Kremlin warned that the talks that freed U.S. basketball star Brittney Griner didn't herald a thaw in relations between the two nations",WSJ,Russia
The U.S.-Russia prisoner swap to win Brittney Griner’s freedom went down like a classic Cold War spy scene,WSJ,Russia
"TotalEnergies plans to book a $3.7 billion impairment on its stake in Novatek, as it scales back its business in Russia following the invasion of Ukraine",WSJ,Russia
"Russia launched fresh attacks on Ukraine with Iranian-made drones, an indication that Moscow has replenished its supply of the weapons",WSJ,Russia
"From : It’s in everyone’s interest, including Russia’s, that the curtain come down as soon as possible on Putin’s misadventure. Not in 2025, not in 2024, but in 2023, writes .",WSJ,Russia
Convicted arms dealer Viktor Bout got a warm welcome into the Kremlin’s political system following his return to Russia in an exchange for U.S. basketball star Brittney Griner,WSJ,Russia
"Ukraine rushed to restore power supplies following the latest round of Russian attacks, while President Volodymyr Zelensky spoke with President Biden after a flurry of weekend diplomacy aimed at strengthening sanctions on Russia.",WSJ,Russia
"Russia’s war in Ukraine is no normal power grab. Russia's history is one of expansion and empire, and the assault on Kyiv was the culmination of a project of imperial restoration, writes Eliot A. Cohen",WSJ,Russia
Convicted arms dealer Viktor Bout got a warm welcome into the Kremlin’s political system following his return to Russia in an exchange for U.S. basketball star Brittney Griner,WSJ,Russia
"From : A growing procession of mysterious ships traveling to Russia from Iran could be an indication of Iran’s support for the war effort—and a sign of Russia’s dwindling stocks, writes",WSJ,Russia
Russia says the U.S. Patriot missile-defense batteries would be fair game if Washington delivers them to Ukraine,WSJ,Russia
"The U.S. is moving to impose sanctions on one of Russia’s wealthiest men, Vladimir Potanin, as well as on some of his financial companies, U.S. officials said, as Washington looks for ways to further clamp down on Russia amid the war in Ukraine",WSJ,Russia
"China’s Xi Jinping appears to be distancing himself from Russia, but despite appearances he’s all in. “The relationship may well be becoming ever closer.”",WSJ,Russia
"Russia’s war in Ukraine is no normal power grab. Russia's history is one of expansion and empire, and the assault on Kyiv was the culmination of a project of imperial restoration, writes Eliot A. Cohen",WSJ,Russia
"The biggest surprise of 2022 was Ukraine’s humbling of Russia’s military machine, but Putin believes he can still win a contest of wills. In the months ahead, Ukraine's supporters will have to make some difficult decisions.",WSJ,Russia
"From : Preparing for peace does not mean appeasement. Making war painful and expensive for Russia can help persuade the Kremlin to change course, writes .",WSJ,Russia
The U.S. has sanctioned Russian lender Rosbank and 17 subsidiaries of VTB in its continuing effort to put the squeeze on Russia after its invasion of Ukraine,WSJ,Russia
The U.S. is pushing to boost its influence across Africa after losing ground to Russia. One sign of the challenge: Moscow’s propaganda push in Uganda.,WSJ,Russia
Russia says the U.S. Patriot missile-defense batteries would be fair game if Washington delivers them to Ukraine,WSJ,Russia
"China’s Xi Jinping appears to be distancing himself from Russia, but despite appearances he’s all in. “The relationship may well be becoming ever closer.”",WSJ,Russia
"Russia fired a barrage of missiles at Kyiv and other Ukrainian cities, in the latest attack targeting the country’s critical infrastructure",WSJ,Russia
"The Saturday Essay: Vladimir Putin hopes to sell Russia’s unpopular war in Ukraine as a defense of ""traditional"" values. Few are buying it, writes Yaroslav Trofimov.",WSJ,Russia
Russia’s new war commander promised advances in exchange for a retreat in the south. The eastern city of Bakhmut is where he is trying to show those gains.,WSJ,Russia
"A rocket strike killed at least one person in Russia’s Belgorod region near Ukraine, local officials said, as Russia’s defense minister made a rare visit to the Ukrainian war zone",WSJ,Russia
"A look back at Russia’s attack on Ukraine, a history of a philosopher’s impact on the American project, Elizabeth Taylor’s star power and more.",WSJ,Russia
"European energy ministers reached a political agreement to impose an emergency limit for natural-gas prices, which have been sent soaring by Russia’s invasion of Ukraine",WSJ,Russia
Russia launched a fresh wave of drone attacks against Ukraine on Monday as the country struggled to repair energy infrastructure damaged by recent missile attacks that have left millions without power,WSJ,Russia
"European companies, particularly those in the UK, are suffering amid the economic war of attrition between the West and Russia playing out alongside the real war in Ukraine",WSJ,Russia
"“Consumer confidence is zero."" European companies, particularly those in the UK, are suffering amid the economic war of attrition between the West and Russia",WSJ,Russia
"President Vladimir Putin approved an increase in Russia's military manpower while ordering the enhancement of its potential and capability, suggesting that the Kremlin is digging in for a protracted war effort",WSJ,Russia
French President Emmanuel Macron has doubled down on his call for the West to provide Russia with security guarantees as part of any negotiations to end the war in Ukraine,WSJ,Russia
"Ukrainian President Volodymyr Zelensky is visiting the U.S., seeking support to counter Russia's invasion. Follow our live coverage:",WSJ,Russia
"From : If the U.S. is to compete with China and Russia, its defense production capacity needs to change quickly, write and",WSJ,Russia
Ukrainian President Zelensky’s address to Congress showcased the divide between Republicans who want to support Ukraine’s fight against Russia and those who have become increasingly critical of the billions in aid money the U.S. is sending,WSJ,Russia
German authorities said on Thursday that they had detained a German intelligence worker on suspicion of spying for Russia,WSJ,Russia
"From : Ukraine deserves continued U.S. support, and the fastest way to end the war with Russia is to provide Kyiv with the weapons to win as soon as possible",WSJ,Russia
Ukrainian President Zelensky said his country would never surrender in its fight against Russia and urged Washington to ramp up military aid in an impassioned speech before Congress,WSJ,Russia
Watch live: Ukrainian President Zelensky is addressing Congress as he seeks additional support to counter Russia’s invasion,WSJ,Russia
From : Bill Gates sold Joe Manchin on this year’s Democratic climate spending blowout as a way to put unemployed coal workers to work. Now we learn these projects depend on Russia for fuel and will cost taxpayers more than advertised.,WSJ,Russia
"Turkey is deepening economic ties with Russia in a high-risk bid to support its economy, defying Western sanctions on Moscow amid contentious relations with its NATO partners",WSJ,Russia
"Russia’s natural-gas production will fall by 12% this year and its exports will decline by about a quarter, a high-ranking Russian official said, a sign that sanctions are squeezing the country's energy market",WSJ,Russia
"Turkey is deepening economic ties with Russia in a high-risk bid to support its economy, defying Western sanctions on Moscow amid contentious relations with its NATO partners.",WSJ,Russia
"From : The Russian ruler quotes Milton Friedman, but cuts in oil production could harm Russia and its allies, writes Daniel Yergin",WSJ,Russia
"Watch: Months after the siege on Mariupol, Russia is quickly remaking the city as its own, while families race to find the thousands of dead and missing before it’s too late",WSJ,Russia
"Heavy fighting continued in eastern Ukraine, where Russia is pushing to seize the city of Bakhmut",WSJ,Russia
"Russian officials have downplayed the impact of the price ceilings and other sanctions on Russia’s oil-and-gas sector, the lifeblood of the country’s economy.",WSJ,Russia
"A senior German intelligence officer arrested on suspicion of spying for Russia had access to top-secret information about the war in Ukraine as well as knowledge of how it was collected by the U.S. and its allies, Western officials said",WSJ,Russia
Russia launched a large new round of missile strikes aimed at targets across Ukraine as the country battled to repair damaged electricity infrastructure,WSJ,Russia
"A senior German intelligence officer arrested on suspicion of spying for Russia had access to top-secret information about the war in Ukraine as well as knowledge of how it was collected by the U.S. and its allies, Western officials said",WSJ,Russia
"Russia declared its “extreme concern” about a Ukrainian air-defense missile that landed in Belarus, while authorities in Minsk, which initially played down the incident, adopted a much tougher tone",WSJ,Russia
"Russia launched more than a dozen armed drones at Ukrainian cities and infrastructure overnight, including one that struck and set fire to a district government building in Kyiv",WSJ,Russia
